Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column12,Column13
FUKUOKA,KKJ,도요타 캠리 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-18,2023-09-19,휘발유,중형,5인,면책커버보험 포함,158590
FUKUOKA,KKJ,도요타 복시 또는 동급차종,TOYOTA_FUKUOKA 나가하마 하카타항점,2023-09-18,2023-09-19,휘발유,RV,7인,면책커버보험 포함,175160
FUKUOKA,KKJ,도요타 알파드 또는 동급차종,TOYOTA_FUKUOKA 하카타역 하카타 출구점,2023-09-18,2023-09-19,휘발유,RV,7인,면책커버보험 포함,230400
FUKUOKA,KKJ,도요타 하이에이스 그랜드 캐빈 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-18,2023-09-19,휘발유,RV,10인,면책커버보험 포함,248810
FUKUOKA,KKJ,도요타 크라운 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-18,2023-09-19,휘발유,대형,5인,면책커버보험 포함,2580
FUKUOKA,KKJ,도요타 랜드 크루저 프라도 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-18,2023-09-19,휘발유,SUV,5인,면책커버보험 포함,271830
FUKUOKA,KKJ,도요타 아쿠아 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-19,23-09-,휘발유,소형,5인,면책커버보험 포함,84940
FUKUOKA,KKJ,도요타 라이즈 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-19,23-09-,휘발유,SUV,5인,면책커버보험 포함,95980
FUKUOKA,KKJ,도요타 프리우스 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-19,23-09-,휘발유,준중형,5인,면책커버보험 포함,101510
FUKUOKA,KKJ,도요타 시엔타 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-19,23-09-,휘발유,RV,5인,면책커버보험 포함,110710
FUKUOKA,KKJ,도요타 C-HR 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-19,23-09-,휘발유,SUV,5인,면책커버보험 포함,138330
FUKUOKA,KKJ,도요타 캠리 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-19,23-09-,휘발유,중형,5인,면책커버보험 포함,158590
FUKUOKA,KKJ,도요타 복시 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-19,23-09-,휘발유,RV,7인,면책커버보험 포함,175160
FUKUOKA,KKJ,도요타 알파드 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-19,23-09-,휘발유,RV,7인,면책커버보험 포함,230400
FUKUOKA,KKJ,도요타 하이에이스 그랜드 캐빈 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-19,23-09-,휘발유,RV,10인,면책커버보험 포함,248810
FUKUOKA,KKJ,도요타 크라운 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-19,23-09-,휘발유,대형,5인,면책커버보험 포함,2580
FUKUOKA,KKJ,도요타 랜드 크루저 프라도 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-19,23-09-,휘발유,SUV,5인,면책커버보험 포함,271830
FUKUOKA,KKJ,도요타 아쿠아 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,23-09-,2023-09-21,휘발유,소형,5인,면책커버보험 포함,84940
FUKUOKA,KKJ,도요타 라이즈 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,23-09-,2023-09-21,휘발유,SUV,5인,면책커버보험 포함,95980
FUKUOKA,KKJ,도요타 프리우스 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,23-09-,2023-09-21,휘발유,준중형,5인,면책커버보험 포함,101510
FUKUOKA,KKJ,도요타 시엔타 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,23-09-,2023-09-21,휘발유,RV,5인,면책커버보험 포함,110710
FUKUOKA,KKJ,도요타 C-HR 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,23-09-,2023-09-21,휘발유,SUV,5인,면책커버보험 포함,138330
FUKUOKA,KKJ,도요타 캠리 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,23-09-,2023-09-21,휘발유,중형,5인,면책커버보험 포함,158590
FUKUOKA,KKJ,도요타 복시 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,23-09-,2023-09-21,휘발유,RV,7인,면책커버보험 포함,175160
FUKUOKA,KKJ,도요타 알파드 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,23-09-,2023-09-21,휘발유,RV,7인,면책커버보험 포함,230400
FUKUOKA,KKJ,도요타 하이에이스 그랜드 캐빈 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,23-09-,2023-09-21,휘발유,RV,10인,면책커버보험 포함,248810
FUKUOKA,KKJ,도요타 크라운 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,23-09-,2023-09-21,휘발유,대형,5인,면책커버보험 포함,2580
FUKUOKA,KKJ,도요타 랜드 크루저 프라도 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,23-09-,2023-09-21,휘발유,SUV,5인,면책커버보험 포함,271830
FUKUOKA,KKJ,도요타 아쿠아 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-21,2023-09-22,휘발유,소형,5인,면책커버보험 포함,84940
FUKUOKA,KKJ,도요타 라이즈 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-21,2023-09-22,휘발유,SUV,5인,면책커버보험 포함,95980
FUKUOKA,KKJ,도요타 프리우스 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-21,2023-09-22,휘발유,준중형,5인,면책커버보험 포함,101510
FUKUOKA,KKJ,도요타 시엔타 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-21,2023-09-22,휘발유,RV,5인,면책커버보험 포함,110710
FUKUOKA,KKJ,도요타 C-HR 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-21,2023-09-22,휘발유,SUV,5인,면책커버보험 포함,138330
FUKUOKA,KKJ,도요타 캠리 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-21,2023-09-22,휘발유,중형,5인,면책커버보험 포함,158590
FUKUOKA,KKJ,도요타 복시 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-21,2023-09-22,휘발유,RV,7인,면책커버보험 포함,175160
FUKUOKA,KKJ,도요타 알파드 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-21,2023-09-22,휘발유,RV,7인,면책커버보험 포함,230400
FUKUOKA,KKJ,도요타 하이에이스 그랜드 캐빈 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-21,2023-09-22,휘발유,RV,10인,면책커버보험 포함,248810
FUKUOKA,KKJ,도요타 크라운 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-21,2023-09-22,휘발유,대형,5인,면책커버보험 포함,2580
FUKUOKA,KKJ,도요타 랜드 크루저 프라도 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-21,2023-09-22,휘발유,SUV,5인,면책커버보험 포함,271830
FUKUOKA,KKJ,도요타 아쿠아 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-22,2023-09-23,휘발유,소형,5인,면책커버보험 포함,84940
FUKUOKA,KKJ,도요타 라이즈 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-22,2023-09-23,휘발유,SUV,5인,면책커버보험 포함,95980
FUKUOKA,KKJ,도요타 프리우스 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-22,2023-09-23,휘발유,준중형,5인,면책커버보험 포함,101510
FUKUOKA,KKJ,도요타 시엔타 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-22,2023-09-23,휘발유,RV,5인,면책커버보험 포함,110710
FUKUOKA,KKJ,도요타 C-HR 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-22,2023-09-23,휘발유,SUV,5인,면책커버보험 포함,138330
FUKUOKA,KKJ,도요타 캠리 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-22,2023-09-23,휘발유,중형,5인,면책커버보험 포함,158590
FUKUOKA,KKJ,도요타 복시 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-22,2023-09-23,휘발유,RV,7인,면책커버보험 포함,175160
FUKUOKA,KKJ,도요타 알파드 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-22,2023-09-23,휘발유,RV,7인,면책커버보험 포함,230400
FUKUOKA,KKJ,도요타 하이에이스 그랜드 캐빈 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-22,2023-09-23,휘발유,RV,10인,면책커버보험 포함,248810
FUKUOKA,KKJ,도요타 크라운 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-22,2023-09-23,휘발유,대형,5인,면책커버보험 포함,2580
FUKUOKA,KKJ,도요타 랜드 크루저 프라도 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-22,2023-09-23,휘발유,SUV,5인,면책커버보험 포함,271830
FUKUOKA,KKJ,도요타 아쿠아 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-23,2023-09-24,휘발유,소형,5인,면책커버보험 포함,84940
FUKUOKA,KKJ,도요타 라이즈 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-23,2023-09-24,휘발유,SUV,5인,면책커버보험 포함,95980
FUKUOKA,KKJ,도요타 프리우스 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-23,2023-09-24,휘발유,준중형,5인,면책커버보험 포함,101510
FUKUOKA,KKJ,도요타 시엔타 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-23,2023-09-24,휘발유,RV,5인,면책커버보험 포함,110710
FUKUOKA,KKJ,도요타 C-HR 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-23,2023-09-24,휘발유,SUV,5인,면책커버보험 포함,138330
FUKUOKA,KKJ,도요타 캠리 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-23,2023-09-24,휘발유,중형,5인,면책커버보험 포함,158590
FUKUOKA,KKJ,도요타 복시 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-23,2023-09-24,휘발유,RV,7인,면책커버보험 포함,175160
FUKUOKA,KKJ,도요타 알파드 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-23,2023-09-24,휘발유,RV,7인,면책커버보험 포함,230400
FUKUOKA,KKJ,도요타 하이에이스 그랜드 캐빈 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-23,2023-09-24,휘발유,RV,10인,면책커버보험 포함,248810
FUKUOKA,KKJ,도요타 크라운 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-23,2023-09-24,휘발유,대형,5인,면책커버보험 포함,2580
FUKUOKA,KKJ,도요타 랜드 크루저 프라도 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-23,2023-09-24,휘발유,SUV,5인,면책커버보험 포함,271830
FUKUOKA,KKJ,도요타 아쿠아 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-24,2023-09-25,휘발유,소형,5인,면책커버보험 포함,84940
FUKUOKA,KKJ,도요타 라이즈 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-24,2023-09-25,휘발유,SUV,5인,면책커버보험 포함,95980
FUKUOKA,KKJ,도요타 프리우스 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-24,2023-09-25,휘발유,준중형,5인,면책커버보험 포함,101510
FUKUOKA,KKJ,도요타 시엔타 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-24,2023-09-25,휘발유,RV,5인,면책커버보험 포함,110710
FUKUOKA,KKJ,도요타 C-HR 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-24,2023-09-25,휘발유,SUV,5인,면책커버보험 포함,138330
FUKUOKA,KKJ,도요타 캠리 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-24,2023-09-25,휘발유,중형,5인,면책커버보험 포함,158590
FUKUOKA,KKJ,도요타 복시 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-24,2023-09-25,휘발유,RV,7인,면책커버보험 포함,175160
FUKUOKA,KKJ,도요타 알파드 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-24,2023-09-25,휘발유,RV,7인,면책커버보험 포함,230400
FUKUOKA,KKJ,도요타 하이에이스 그랜드 캐빈 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-24,2023-09-25,휘발유,RV,10인,면책커버보험 포함,248810
FUKUOKA,KKJ,도요타 아쿠아 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-25,2023-09-26,휘발유,소형,5인,면책커버보험 포함,84940
FUKUOKA,KKJ,도요타 라이즈 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-25,2023-09-26,휘발유,SUV,5인,면책커버보험 포함,95980
FUKUOKA,KKJ,도요타 프리우스 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-25,2023-09-26,휘발유,준중형,5인,면책커버보험 포함,101510
FUKUOKA,KKJ,도요타 시엔타 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-25,2023-09-26,휘발유,RV,5인,면책커버보험 포함,110710
FUKUOKA,KKJ,도요타 C-HR 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-25,2023-09-26,휘발유,SUV,5인,면책커버보험 포함,138330
FUKUOKA,KKJ,도요타 캠리 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-25,2023-09-26,휘발유,중형,5인,면책커버보험 포함,158590
FUKUOKA,KKJ,도요타 복시 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-25,2023-09-26,휘발유,RV,7인,면책커버보험 포함,175160
FUKUOKA,KKJ,도요타 알파드 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-25,2023-09-26,휘발유,RV,7인,면책커버보험 포함,230400
FUKUOKA,KKJ,도요타 하이에이스 그랜드 캐빈 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-25,2023-09-26,휘발유,RV,10인,면책커버보험 포함,248810
FUKUOKA,KKJ,도요타 크라운 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-25,2023-09-26,휘발유,대형,5인,면책커버보험 포함,2580
FUKUOKA,KKJ,도요타 랜드 크루저 프라도 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-25,2023-09-26,휘발유,SUV,5인,면책커버보험 포함,271830
FUKUOKA,KKJ,도요타 아쿠아 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-26,2023-09-27,휘발유,소형,5인,면책커버보험 포함,84940
FUKUOKA,KKJ,도요타 라이즈 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-26,2023-09-27,휘발유,SUV,5인,면책커버보험 포함,95980
FUKUOKA,KKJ,도요타 프리우스 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-26,2023-09-27,휘발유,준중형,5인,면책커버보험 포함,101510
FUKUOKA,KKJ,도요타 시엔타 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-26,2023-09-27,휘발유,RV,5인,면책커버보험 포함,110710
FUKUOKA,KKJ,도요타 C-HR 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-26,2023-09-27,휘발유,SUV,5인,면책커버보험 포함,138330
FUKUOKA,KKJ,도요타 캠리 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-26,2023-09-27,휘발유,중형,5인,면책커버보험 포함,158590
FUKUOKA,KKJ,도요타 복시 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-26,2023-09-27,휘발유,RV,7인,면책커버보험 포함,175160
FUKUOKA,KKJ,도요타 알파드 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-26,2023-09-27,휘발유,RV,7인,면책커버보험 포함,230400
FUKUOKA,KKJ,도요타 하이에이스 그랜드 캐빈 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-26,2023-09-27,휘발유,RV,10인,면책커버보험 포함,248810
FUKUOKA,KKJ,도요타 크라운 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-26,2023-09-27,휘발유,대형,5인,면책커버보험 포함,2580
FUKUOKA,KKJ,도요타 랜드 크루저 프라도 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-26,2023-09-27,휘발유,SUV,5인,면책커버보험 포함,271830
FUKUOKA,KKJ,도요타 아쿠아 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-27,2023-09-28,휘발유,소형,5인,면책커버보험 포함,84940
FUKUOKA,KKJ,도요타 라이즈 또는 동급차종,TOYOTA_FUKUOKA 나가하마 하카타항점,2023-09-27,2023-09-28,휘발유,SUV,5인,면책커버보험 포함,95980
FUKUOKA,KKJ,도요타 프리우스 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-27,2023-09-28,휘발유,준중형,5인,면책커버보험 포함,101510
FUKUOKA,KKJ,도요타 시엔타 또는 동급차종,TOYOTA_FUKUOKA 나가하마 하카타항점,2023-09-27,2023-09-28,휘발유,RV,5인,면책커버보험 포함,110710
FUKUOKA,KKJ,도요타 C-HR 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-27,2023-09-28,휘발유,SUV,5인,면책커버보험 포함,138330
FUKUOKA,KKJ,도요타 캠리 또는 동급차종,TOYOTA_FUKUOKA 나가하마 하카타항점,2023-09-27,2023-09-28,휘발유,중형,5인,면책커버보험 포함,158590
FUKUOKA,KKJ,도요타 복시 또는 동급차종,TOYOTA_FUKUOKA 나가하마 하카타항점,2023-09-27,2023-09-28,휘발유,RV,7인,면책커버보험 포함,175160
FUKUOKA,KKJ,도요타 알파드 또는 동급차종,TOYOTA_FUKUOKA 하카타역 하카타 출구점,2023-09-27,2023-09-28,휘발유,RV,7인,면책커버보험 포함,230400
FUKUOKA,KKJ,도요타 하이에이스 그랜드 캐빈 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-27,2023-09-28,휘발유,RV,10인,면책커버보험 포함,248810
FUKUOKA,KKJ,도요타 크라운 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-27,2023-09-28,휘발유,대형,5인,면책커버보험 포함,2580
FUKUOKA,KKJ,도요타 랜드 크루저 프라도 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-27,2023-09-28,휘발유,SUV,5인,면책커버보험 포함,271830
FUKUOKA,KKJ,도요타 아쿠아 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-28,2023-09-29,휘발유,소형,5인,면책커버보험 포함,84940
FUKUOKA,KKJ,도요타 라이즈 또는 동급차종,TOYOTA_FUKUOKA 나가하마 하카타항점,2023-09-28,2023-09-29,휘발유,SUV,5인,면책커버보험 포함,95980
FUKUOKA,KKJ,도요타 프리우스 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-28,2023-09-29,휘발유,준중형,5인,면책커버보험 포함,101510
FUKUOKA,KKJ,도요타 시엔타 또는 동급차종,TOYOTA_FUKUOKA 하카타역 하카타 출구점,2023-09-28,2023-09-29,휘발유,RV,5인,면책커버보험 포함,110710
FUKUOKA,KKJ,도요타 C-HR 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-28,2023-09-29,휘발유,SUV,5인,면책커버보험 포함,138330
FUKUOKA,KKJ,도요타 캠리 또는 동급차종,TOYOTA_FUKUOKA 나가하마 하카타항점,2023-09-28,2023-09-29,휘발유,중형,5인,면책커버보험 포함,158590
FUKUOKA,KKJ,도요타 복시 또는 동급차종,TOYOTA_FUKUOKA 나가하마 하카타항점,2023-09-28,2023-09-29,휘발유,RV,7인,면책커버보험 포함,175160
FUKUOKA,KKJ,도요타 알파드 또는 동급차종,TOYOTA_FUKUOKA 하카타역 하카타 출구점,2023-09-28,2023-09-29,휘발유,RV,7인,면책커버보험 포함,230400
FUKUOKA,KKJ,도요타 하이에이스 그랜드 캐빈 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-28,2023-09-29,휘발유,RV,10인,면책커버보험 포함,248810
FUKUOKA,KKJ,도요타 크라운 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-28,2023-09-29,휘발유,대형,5인,면책커버보험 포함,2580
FUKUOKA,KKJ,도요타 랜드 크루저 프라도 또는 동급차종,TOYOTA_FUKUOKA 우스이점국내선위치,2023-09-28,2023-09-29,휘발유,SUV,5인,면책커버보험 포함,271830
FUKUOKA,KKJ,도요타 아쿠아 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-29,2023-09-30,휘발유,소형,5인,면책커버보험 포함,84940
FUKUOKA,KKJ,도요타 라이즈 또는 동급차종,TOYOTA_FUKUOKA 나가하마 하카타항점,2023-09-29,2023-09-30,휘발유,SUV,5인,면책커버보험 포함,95980
FUKUOKA,KKJ,도요타 프리우스 또는 동급차종,TOYOTA_FUKUOKA 후쿠오카 국제선점,2023-09-29,2023-09-30,휘발유,준중형,5인,면책커버보험 포함,101510
